Price,Close,High,Low,Open,Volume
Ticker,^IXIC,^IXIC,^IXIC,^IXIC,^IXIC
Date,,,,,
1995-01-03,743.5800170898438,751.3099975585938,743.530029296875,751.3099975585938,248750000
1995-01-04,745.8400268554688,746.4199829101562,740.469970703125,744.77001953125,290350000
1995-01-05,745.6599731445312,748.5,745.1300048828125,746.8699951171875,297510000
1995-01-06,749.6900024414062,750.72998046875,745.760009765625,746.27001953125,312920000
1995-01-09,752.0900268554688,752.8400268554688,750.0999755859375,750.1900024414062,267090000
1995-01-10,756.52001953125,759.219970703125,754.27001953125,754.27001953125,353510000
1995-01-11,755.739990234375,760.0499877929688,751.7000122070312,758.1400146484375,329520000
1995-01-12,756.510009765625,757.0499877929688,754.6500244140625,755.6599731445312,302230000
1995-01-13,762.1599731445312,762.3200073242188,757.280029296875,758.3599853515625,313630000
1995-01-16,768.1599731445312,769.1300048828125,762.1900024414062,762.2999877929688,301370000
1995-01-17,772.1400146484375,772.1599731445312,768.4000244140625,769.1699829101562,337330000
1995-01-18,772.3800048828125,774.3099975585938,769.1799926757812,773.010009765625,348330000
1995-01-19,768.5499877929688,772.3400268554688,768.3200073242188,772.3400268554688,331830000
1995-01-20,762.0499877929688,768.1199951171875,759.3200073242188,767.989990234375,342170000
1995-01-23,759.510009765625,759.5800170898438,753.8099975585938,759.3200073242188,276420000
1995-01-24,763.2000122070312,763.3300170898438,759.8200073242188,760.52001953125,298330000
1995-01-25,760.97998046875,763.3400268554688,757.1900024414062,759.6900024414062,313100000
1995-01-26,757.5599975585938,762.3200073242188,757.5599975585938,761.0499877929688,295060000
1995-01-27,758.9099731445312,760.4199829101562,756.8499755859375,758.8599853515625,309380000
1995-01-30,751.8300170898438,760.5700073242188,751.489990234375,759.6300048828125,259470000
1995-01-31,755.2000122070312,755.7999877929688,751.0499877929688,752.8499755859375,301430000
1995-02-01,758.3099975585938,762.3300170898438,756.6799926757812,756.6799926757812,309930000
1995-02-02,763.6400146484375,763.6599731445312,758.1599731445312,758.1599731445312,294260000
1995-02-03,772.0599975585938,773.9400024414062,766.510009765625,766.510009765625,379850000
1995-02-06,778.8499755859375,779.1099853515625,772.8200073242188,772.8200073242188,298480000
1995-02-07,778.969970703125,780.9299926757812,776.969970703125,779.7899780273438,320970000
1995-02-08,783.77001953125,784.030029296875,779.22998046875,780.1900024414062,349420000
1995-02-09,785.4400024414062,787.8900146484375,784.969970703125,785.0399780273438,381420000
1995-02-10,790.4299926757812,790.8200073242188,786.4099731445312,786.4099731445312,359380000
1995-02-13,789.4199829101562,792.0900268554688,788.719970703125,789.7000122070312,300360000
1995-02-14,790.6199951171875,791.5,788.6699829101562,790.1400146484375,345250000
1995-02-15,795.6300048828125,795.6300048828125,789.739990234375,790.760009765625,382290000
1995-02-16,793.3099975585938,796.02001953125,790.97998046875,796.02001953125,343990000
1995-02-17,786.969970703125,791.989990234375,786.8300170898438,791.989990234375,294510000
1995-02-21,784.6199951171875,788.25,784.1500244140625,787.72998046875,272620000
1995-02-22,787.9299926757812,788.260009765625,783.510009765625,783.9600219726562,302200000
1995-02-23,791.3499755859375,794.5,789.260009765625,789.260009765625,356980000
1995-02-24,791.0800170898438,791.7999877929688,787.1199951171875,790.7999877929688,318540000
1995-02-27,784.5,790.8099975585938,783.72998046875,789.5499877929688,272260000
